Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Scientific and technical journal articles,IP.JRN.ARTC.SC,Singapore,SGP,..,4795.54,10212.4,10837.09,11057.36,11334.78,11416.75,11880.88,11840.57,11458.63,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Slovak Republic,SVK,..,2103.78,3847.77,4225.7,4466.05,5007.44,5062.13,5492.66,5787.12,5321.6,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Slovenia,SVN,..,1664.59,3613.96,3534.43,3535.77,3501.8,3557.71,3357.55,3448.68,3206.15,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Solomon Islands,SLB,..,5.31,7.3,4.99,4.51,8.02,13.7,14.96,10.5,13.2,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Somalia,SOM,..,0.3,2.89,1.43,6.31,3.82,4.45,3.34,12.23,9.74,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,South Africa,ZAF,..,3897.55,8293.8,9105.71,9709.05,10349.9,10964.38,12045.47,12846.08,13008.74,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,South Sudan,SSD,..,0,1.62,3.42,9.8,5.51,5.51,2.01,6.4,9.08,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Spain,ESP,..,24974.54,52255.99,54627.9,54909.58,56559.76,55147.04,55514.33,55432.15,54536.59,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sri Lanka,LKA,..,204.59,575.19,610.59,731.61,707.91,746.51,1082.79,1181.27,1347.54,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,St. Kitts and Nevis,KNA,..,1.5,4.76,10.01,12.85,13.95,17.13,21.99,28.32,25.53,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,St. Lucia,LCA,..,2.5,5.24,1.25,3.7,0.16,3.11,4.91,2.43,3.81,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,St. Vincent and the Grenadines,VCT,..,0.42,0.05,0.92,2.2,1.51,0.46,2.42,3.71,1.22,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sudan,SDN,..,69.66,294.8,266.98,342.67,236.6,259.18,376.74,324.18,397.77,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Suriname,SUR,..,2.62,4.21,9.51,15.87,7.17,13.21,21.64,15.91,17.38,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sweden,SWE,..,14548.78,18368.45,19365.66,20069.72,21116.43,20858.16,20860.65,20768.71,20420.56,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Switzerland,CHE,..,12581.18,19841.32,21002.95,21596.49,22142.67,21866.6,21952.33,22420.65,21378.56,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Syrian Arab Republic,SYR,..,99.34,269.25,301.62,256.62,245.73,266.69,275.54,263.85,274.65,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Tajikistan,TJK,..,33.22,41.11,47.19,63.09,39.9,57.76,50.42,60.76,62.4,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Tanzania,TZA,..,151.68,404.9,392.56,406.66,536.72,542.27,559.83,610.37,602.71,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Thailand,THA,..,1659.32,7332.78,7660.64,7720.57,8358.95,8706.83,9740.11,11151.54,12513.75,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Timor-Leste,TLS,..,0,3.06,6,6.29,12.59,8.33,8.71,14.95,13.92,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Togo,TGO,..,30.61,50.1,47.55,62.72,83.72,83.17,77.05,72.26,86.06,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Tonga,TON,..,2.33,1.95,1.83,1.63,0.88,2.83,2.34,4.72,4.82,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Trinidad and Tobago,TTO,..,88.93,224.75,206.5,166.43,255.47,151.05,208.8,212.07,211.21,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Tunisia,TUN,..,649.05,3748.72,3913.32,4323.48,4615.19,5072.55,5444.97,5877.04,5564.86,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Turkey,TUR,..,6830.23,27305.85,28451.45,30813.42,31592.93,33233.85,35510.17,33836.33,33535.8,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Turkmenistan,TKM,..,6.23,12.23,13.33,6.85,18.89,6.2,2.98,7.93,3.69,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Tuvalu,TUV,..,0,0.5,0.04,0.33,1.13,1.09,0.41,0.65,1.48,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Uganda,UGA,..,131.35,419.09,458.9,484.59,518.21,611.13,599.27,637.56,673.07,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Ukraine,UKR,..,5391.6,6262.71,6654.4,7356.73,7237.53,7272.89,7853.62,8977.67,10379.89,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,United Arab Emirates,ARE,..,330.44,1421.83,1625.96,1765.77,1816.5,2294.58,2484.16,2899.67,3144.89,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,United Kingdom,GBR,..,77244.9,95820.1,98144.92,99228.41,99384.79,99616.02,99366.17,99128.72,97680.9,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,United States,USA,..,304781.56,423958.81,427996.8,429570.05,433192.28,429988.89,427264.63,432216.49,422807.71,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Uruguay,URY,..,223.82,587.07,585.14,594.76,746.83,688.05,841.83,788.62,852.23,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Uzbekistan,UZB,..,357.72,378.47,327.7,347.23,337.28,294.97,382.23,338.75,353.91,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Vanuatu,VUT,..,3.82,7.88,6.4,7.82,8.33,10.63,13.13,10.46,6.45,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,"Venezuela, RB",VEN,..,1035.17,1282.23,1357.53,1223.11,1234.15,992.62,888.26,840.01,639.03,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Vietnam,VNM,..,201.25,1221.39,1574.82,1893.06,2017.61,2299.45,3063.59,3343.23,4286.48,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,West Bank and Gaza,PSE,..,67.18,214.62,211.13,228.3,244.28,219.24,241.05,324.96,375.95,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,"Yemen, Rep.",YEM,..,22.83,105.17,106.85,118.75,139.9,107.34,119.49,126.37,137.44,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Zambia,ZMB,..,33.6,101.03,106.12,119.47,134.46,157.23,181.66,209.45,213.07,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Zimbabwe,ZWE,..,231.01,147.07,202.94,223.58,273,268.98,313.8,340.45,359.33,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Arab World,ARB,..,8706.12278085886,27827.58,31593.37,35017.79,37822.7,40957.6,45676.13,50420.03,58771.07,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Caribbean small states,CSS,..,247.399471719126,535.94,561.5,535.13,638.89,470.79,561.53,595.93,567.95,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Central Europe and the Baltics,CEB,..,33671.28,75155.85,78287.13,80313.08,84561.24,88013.6,89054.26,90981.03,89500.84,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Early-demographic dividend,EAR,..,63284.0635090177,204762.314380551,219217.310809582,233864.500774167,254574.434167353,267360.539218873,296324.650050775,322559.048343846,357984.941513648,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,East Asia & Pacific,EAS,..,215630.343684691,617867.527936095,623536.451503506,661149.420668872,697349.924249949,713397.1763056,750819.503973605,796300.107273588,866663.165708603,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,East Asia & Pacific (excluding high income),EAP,..,57172.4209043042,352435.222617749,356118.7606109,388825.297652248,423160.157859997,444265.617359953,481428.01252488,527438.20224242,598879.286126005,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,East Asia & Pacific (IDA & IBRD countries),TEA,..,57169.6738686108,352420.307958034,356093.241584462,388809.842010312,423135.699505842,444220.441112319,481375.833455506,527371.024610408,598781.994300491,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Euro area,EMU,..,238855.81,397398.39,413718.92,421374.26,430422.04,424742.42,425952.81,425460.43,414171.55,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Europe & Central Asia,ECS,..,433937.642771948,695224.274032985,723399.3330295,740707.657100824,763116.199035595,769808.860779285,787035.638023434,796657.293343856,794017.985067441,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Europe & Central Asia (excluding high income),ECA,..,51356.9746147169,81965.95,84891.21,89849.62,96524.86,105997.16,120457.35,128873.6,141382.75,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Europe & Central Asia (IDA & IBRD countries),TEC,..,68279.4770236506,122187.56,127441.88,134163.08,142386.47,154082.11,169774.35,178816.3,191667.3,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,European Union,EUU,..,289120.62,489695.69,511014.82,521686.4,536381.7,533692.6,535925.58,536753,524444.25,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Fragile and conflict affected situations,FCS,..,3608.17886510603,8954.14432111852,9139.00122312545,9382.16369497229,10107.1414355888,10004.2488525102,11159.6255681947,13020.3614386841,18436.1810440856,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Heavily indebted poor countries (HIPC),HPC,..,1509.43127225322,4304.46650759665,4658.78447460805,5172.81881215884,5887.6886134593,6343.59532102177,7025.98968567127,7966.94695383509,8868.9156894577,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,High income,HIC,..,900285.096663482,1394521.61668665,1430424.15032613,1451293.97235909,1476515.87166736,1466397.61627722,1468095.36573535,1475027.14195224,1450445.77223241,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,IBRD only,IBD,..,183610.848059083,682800.35,708176.17,760162.78,823897.9,866329.18,945276.81,1023350.76881906,1134258.57396341,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,IDA & IBRD total,IBT,..,189367.569014711,701231.371911146,727677.45569611,781153.703855007,846830.73440918,890225.074062123,972544.635164671,1054254.78463653,1169198.15117054,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,IDA blend,IDB,..,3274.57372533106,11962.45,12142.6,13170.45,14067.46,14583.12,16654.18,18948.27,21699.2,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,IDA only,IDX,..,2179.79193819165,6468.58198135392,7358.97216376308,7820.76395813031,8865.77431338817,9313.19293942805,10614.1997248671,11956.4456007819,13241.1487923632,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,IDA total,IDA,..,5468.86115005772,18431.0510354002,19501.3725347077,20991.0211976709,22932.9528525813,23896.0031026318,27268.0290762921,30904.3343279003,34939.9787094466,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Late-demographic dividend,LTE,..,131443.584820234,509220.264980699,522926.865057104,562773.438802545,610061.811310442,641541.080862549,695181.570103858,748631.422013215,821699.001845436,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Latin America & Caribbean,LCN,..,27717.0540841124,78035.9840669514,84225.5057339052,87731.190143657,93283.950670227,94132.2015054552,99235.1585826021,104412.472353691,108227.614330182,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Latin America & Caribbean (excluding high income),LAC,..,25363.1227835326,71861.1,77527.37,81038.44,85519.19,86323.01,90598.24,95671.01,99168.16,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,26330.6336327649,75768.88,81932.72,85435.61,91048.65,92060.29,97346.56,102555.75,106588.64,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Least developed countries: UN classification,LDC,..,1734.91745448101,5334.27456207089,6068.75383927818,6507.6005400147,7526.46148160338,7767.62561341012,8756.70863627676,9931.4510307927,10876.0322194657,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Low & middle income,LMY,..,171219.735245191,657255.365589741,680827.232870737,732539.585413332,795572.269858305,836524.157021983,916593.509975009,997634.204245921,1111823.75476106,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Low income,LIC,..,879.486064633363,2561.2,2834.71,3099.54,3467.77,3706.01,4064.66,4724.98,5307.82,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Lower middle income,LMC,..,37352.723389594,114849.036567941,124844.363878452,134455.394280152,147626.622986341,156152.288661898,174424.146573021,190835.85924584,213355.474790202,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Middle East & North Africa,MEA,..,19484.24,70470.98,75282.8,79492.5,86429.97,90270.13,100704.57,109457.45,119302.31,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Middle East & North Africa (excluding high income),MNA,..,7442.68,50671.81,53688.3,56175.49,61092.94,63677.96,72954.39,80558.53,88918.47,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Middle East & North Africa (IDA & IBRD countries),TMN,..,7375.5,50457.19,53477.17,55947.19,60848.66,63458.72,72713.34,80233.57,88542.52,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Middle income,MIC,..,170056.051725102,654694.797060949,677993.174281803,729440.745675457,792105.259090291,832818.944578887,912529.723821779,992910.171543551,1106516.9899547,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,North America,NAC,..,338700.179439024,481645.076807507,487696.794425523,489565.348768994,494060.651236082,490615.16785153,487402.058533255,492524.729971515,482867.06854002,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,OECD members,OED,..,880616.23,1355300.69,1392298.56,1414769.49,1441385.37,1433995.18,1439574.6,1445416.25,1422262.79,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Other small states,OSS,..,1329.28907150788,4239.09905074765,4769.34662744096,5299.55637505619,5885.34020373115,5823.97361269239,6485.04006242483,6740.19062288331,6978.41384848077,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Pacific island small states,PSS,..,56.1005059013689,97.5071577244466,89.4534395951799,112.483807345486,157.155976315071,155.420268151288,210.278564459187,186.700009344448,189.45349153955,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Post-demographic dividend,PST,..,860519.899961908,1292551.74812717,1325087.81865471,1342929.98661722,1363110.69682827,1352040.17015405,1351563.49868551,1359236.88009237,1336298.34969713,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Pre-demographic dividend,PRE,..,2675.53403145338,8269.9,8200.99,8624.63,9528.88,9800.75,10882.56,12823.98,18167.72,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Small states,SST,..,1634.14288812395,4872.59503737084,5420.38127319417,5947.34847658465,6681.86971961509,6450.61951034104,7257.65963469148,7523.46605456801,7736.44529909576,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,South Asia,SAS,..,23565.15,83008.02,90409.7,97142.87,107871.28,113844.2,126457.7,138108.56,154138.63,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,South Asia (IDA & IBRD),TSA,..,23565.15,83008.02,90409.7,97142.87,107871.28,113844.2,126457.7,138108.56,154138.63,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sub-Saharan Africa,SSF,..,7279.35595157341,17389.4265567776,18322.786262994,19655.1436044702,21540.0320487345,22559.3647737398,24876.9410676797,27169.6946165452,29479.1100079949,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sub-Saharan Africa (excluding high income),SSA,..,7218.91706776802,17316.8914672767,18195.4243148759,19511.8107682168,21408.1717460797,22420.7343977884,24702.6482699771,26989.6627096248,29342.6444884069,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,7279.3559515734,17389.4265567776,18322.786262994,19655.1436044702,21540.0320487345,22559.3647737398,24876.9410676797,27169.6946165452,29479.1100079949,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Upper middle income,UMC,..,132625.35457631,539850.201500593,553153.438518822,594990.329703895,644484.030329545,676672.320598229,738111.75997442,802081.032030252,893168.998788704,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,World,WLD,..,1067910.33969416,2043639.60436061,2102913.30915317,2175429.20200443,2263604.393071,2294557.66171785,2376419.91378038,2464455.02522463,2554373.36151358,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/17/2021,,,,,,,,,,,,,,,
